"No","MB",0.982,0.093,0.436,-0.11800000000000001,1.3093333333333332,0.093,0.5813333333333333,-0.11800000000000001,0.4174384895994727,2023,3,24,"S0107-TC-20230324-1220-Repaired"
"No","MB",0.038,-0.145,-0.178,-0.631,0.050666666666666665,-0.145,-0.2373333333333333,-0.631,0.2025600199388567,2023,3,24,"S0107-TC-20230324-1220-Repaired"
"No","MB",-0.337,0.262,0.063,0.23,-0.44933333333333336,0.262,0.08399999999999999,0.23,0.21410133333333337,2023,3,24,"S0107-TC-20230324-1220-Repaired"
"Yes","MB",0.47800000000000004,-0.275,0.082,-0.14,0.6373333333333333,-0.275,0.10933333333333334,-0.14,0.22275675,2023,3,24,"S0107-TC-20230324-1220-Repaired"
"No","MB",0.754,0.552,-0.717,0.08700000000000001,1.0053333333333332,0.552,-0.956,0.08700000000000001,0.9334058478156024,2023,3,24,"S0107-TC-20230324-1220-Repaired"
"Yes","MB",-0.869,-0.368,0.51,0.164,-1.1586666666666665,-0.368,0.6799999999999999,0.164,0.9821674236204186,2023,3,24,"S0107-TC-20230324-1220-Repaired"
"Yes","MB",-0.47800000000000004,-0.721,-0.321,0.81,-0.6373333333333333,-0.721,-0.428,0.81,0.7614535452241842,2023,3,27,"S0107-TC-20230327-1140"
"Yes","MB",0.108,0.271,-0.62,0.461,0.144,0.271,-0.8266666666666667,0.461,0.4109695671601347,2023,3,27,"S0107-TC-20230327-1140"
"Yes","MB",-0.507,0.728,0.219,-0.109,-0.6759999999999999,0.728,0.292,-0.109,0.8890179697021711,2023,3,27,"S0107-TC-20230327-1140"
"Yes","MB",-0.23700000000000002,-0.053,-0.436,-0.277,-0.316,-0.053,-0.5813333333333333,-0.277,0.09043333333333331,2023,3,27,"S0107-TC-20230327-1140"
"Yes","MB",-0.58,-0.522,-0.151,0.23600000000000002,-0.7733333333333332,-0.522,-0.2013333333333333,0.23600000000000002,0.6212219618357322,2023,3,27,"S0107-TC-20230327-1140"
"No","MB",0.811,0.199,0.052000000000000005,0.203,1.0813333333333333,0.199,0.06933333333333333,0.203,0.7055894204326323,2023,3,27,"S0107-TC-20230327-1140"
"No","MB",0.325,0.849,-0.217,-0.898,0.43333333333333335,0.849,-0.28933333333333333,-0.898,0.9615676742084798,2023,3,27,"S0107-TC-20230327-1140"
